"year","date","mbbs_county","route","route_num","tax_order","count","county_factor","time"
2010,2010-06-08,"orange",7,6,33465,2,1,11
2010,2010-06-11,"chatham",51,11,33465,2,40,11
2010,2010-06-13,"chatham",47,7,33465,4,40,11
2010,2010-06-13,"durham",22,2,33465,0,NA,11
2010,2010-06-13,"durham",23,3,33465,0,NA,11
2010,2010-06-13,"durham",25,5,33465,0,NA,11
2010,2010-06-13,"durham",26,6,33465,0,NA,11
2010,2010-06-15,"durham",27,7,33465,3,20,11
2010,2010-06-17,"orange",2,1,33465,8,1,11
2010,2010-06-20,"chatham",42,2,33465,2,40,11
2010,2010-06-20,"chatham",46,6,33465,19,40,11
2010,2010-06-20,"chatham",49,9,33465,1,40,11
2010,2010-06-20,"chatham",50,10,33465,3,40,11
2010,2010-07-18,"orange",5,4,33465,3,1,11
2011,2011-05-15,"chatham",42,2,33465,5,40,12
2011,2011-05-15,"durham",25,5,33465,0,NA,12
2011,2011-05-15,"orange",8,7,33465,0,NA,12
2011,2011-05-22,"durham",24,4,33465,3,20,12
2011,2011-05-22,"orange",2,1,33465,9,1,12
2011,2011-05-28,"chatham",44,4,33465,4,40,12
2011,2011-05-28,"durham",21,1,33465,3,20,12
2011,2011-05-29,"chatham",48,8,33465,1,40,12
2011,2011-05-29,"durham",26,6,33465,0,NA,12
2011,2011-05-29,"orange",13,12,33465,5,1,12
2011,2011-05-30,"orange",3,2,33465,1,1,12
2011,2011-05-30,"orange",7,6,33465,0,NA,12
2011,2011-06-04,"chatham",45,5,33465,5,40,12
2011,2011-06-05,"chatham",41,1,33465,1,40,12
2011,2011-06-05,"durham",22,2,33465,0,NA,12
2011,2011-06-05,"orange",9,8,33465,0,NA,12
2011,2011-06-09,"durham",23,3,33465,0,NA,12
2011,2011-06-12,"chatham",51,11,33465,1,40,12
2011,2011-06-12,"chatham",53,13,33465,11,40,12
2011,2011-06-12,"orange",4,3,33465,0,NA,12
2011,2011-06-12,"orange",10,9,33465,0,NA,12
2011,2011-06-16,"durham",27,7,33465,3,20,12
2011,2011-06-18,"chatham",43,3,33465,7,40,12
2011,2011-06-19,"chatham",47,7,33465,5,40,12
2011,2011-06-19,"chatham",50,10,33465,3,40,12
2011,2011-06-19,"durham",28,8,33465,4,20,12
2011,2011-06-19,"orange",5,4,33465,1,1,12
2011,2011-06-25,"orange",6,5,33465,11,1,12
2011,2011-07-02,"chatham",49,9,33465,0,NA,12
2012,2012-05-13,"orange",9,8,33465,0,NA,13
2012,2012-05-17,"orange",8,7,33465,1,1,13
2012,2012-05-20,"chatham",42,2,33465,2,40,13
2012,2012-05-20,"durham",26,6,33465,0,NA,13
2012,2012-05-27,"chatham",45,5,33465,17,40,13
2012,2012-05-27,"durham",21,1,33465,2,20,13
2012,2012-05-27,"durham",25,5,33465,0,NA,13
2012,2012-05-28,"chatham",44,4,33465,4,40,13
2012,2012-05-28,"orange",3,2,33465,0,NA,13
2012,2012-06-02,"orange",6,5,33465,16,1,13
2012,2012-06-03,"chatham",41,1,33465,2,40,13
2012,2012-06-03,"chatham",43,3,33465,8,40,13
2012,2012-06-03,"orange",7,6,33465,3,1,13
2012,2012-06-09,"chatham",47,7,33465,4,40,13
2012,2012-06-10,"durham",24,4,33465,2,20,13
2012,2012-06-10,"durham",28,8,33465,7,20,13
2012,2012-06-10,"orange",2,1,33465,4,1,13
2012,2012-06-10,"orange",10,9,33465,0,NA,13
2012,2012-06-12,"durham",27,7,33465,3,20,13
2012,2012-06-16,"chatham",51,11,33465,0,NA,13
2012,2012-06-17,"chatham",48,8,33465,0,NA,13
2012,2012-06-17,"chatham",49,9,33465,1,40,13
2012,2012-06-17,"chatham",50,10,33465,4,40,13
2012,2012-06-17,"durham",23,3,33465,0,NA,13
2012,2012-06-17,"orange",11,10,33465,1,1,13
2012,2012-06-17,"orange",12,11,33465,7,1,13
2012,2012-06-17,"orange",13,12,33465,0,NA,13
2012,2012-06-23,"durham",22,2,33465,1,20,13
2012,2012-06-24,"chatham",53,13,33465,9,40,13
2013,2013-05-19,"orange",9,8,33465,0,NA,14
2013,2013-05-26,"chatham",41,1,33465,0,NA,14
2013,2013-05-26,"chatham",44,4,33465,2,40,14
2013,2013-05-26,"chatham",45,5,33465,16,40,14
2013,2013-05-26,"orange",3,2,33465,2,1,14
2013,2013-05-26,"orange",11,10,33465,3,1,14
2013,2013-06-02,"chatham",53,13,33465,9,40,14
2013,2013-06-02,"durham",26,6,33465,0,NA,14
2013,2013-06-02,"orange",6,5,33465,14,1,14
2013,2013-06-02,"orange",7,6,33465,0,NA,14
2013,2013-06-02,"orange",13,12,33465,0,NA,14
2013,2013-06-09,"chatham",43,3,33465,9,40,14
2013,2013-06-09,"chatham",47,7,33465,2,40,14
2013,2013-06-09,"durham",24,4,33465,1,20,14
2013,2013-06-09,"durham",25,5,33465,0,NA,14
2013,2013-06-09,"orange",5,4,33465,0,NA,14
2013,2013-06-13,"orange",2,1,33465,1,1,14
2013,2013-06-14,"durham",22,2,33465,0,NA,14
2013,2013-06-16,"chatham",49,9,33465,0,NA,14
2013,2013-06-16,"durham",21,1,33465,1,20,14
2013,2013-06-16,"durham",23,3,33465,0,NA,14
2013,2013-06-16,"durham",28,8,33465,3,20,14
2013,2013-06-16,"orange",10,9,33465,1,1,14
2013,2013-06-19,"chatham",42,2,33465,3,40,14
2013,2013-06-19,"chatham",51,11,33465,0,NA,14
2013,2013-06-20,"durham",27,7,33465,3,20,14
2013,2013-06-23,"chatham",50,10,33465,1,40,14
2013,2013-06-30,"chatham",48,8,33465,2,40,14
2014,2014-05-15,"durham",24,4,33465,2,20,15
2014,2014-05-18,"orange",9,8,33465,1,1,15
2014,2014-05-25,"chatham",44,4,33465,1,40,15
2014,2014-05-25,"chatham",48,8,33465,1,40,15
2014,2014-05-25,"orange",3,2,33465,0,NA,15
2014,2014-05-25,"orange",10,9,33465,0,NA,15
2014,2014-05-26,"chatham",41,1,33465,0,NA,15
2014,2014-05-27,"orange",8,7,33465,2,1,15
2014,2014-06-01,"chatham",54,14,33465,2,40,15
2014,2014-06-01,"durham",21,1,33465,0,NA,15
2014,2014-06-01,"durham",26,6,33465,0,NA,15
2014,2014-06-01,"durham",28,8,33465,5,20,15
2014,2014-06-01,"orange",4,3,33465,0,NA,15
2014,2014-06-07,"durham",22,2,33465,0,NA,15
2014,2014-06-08,"chatham",53,13,33465,6,40,15
2014,2014-06-08,"durham",25,5,33465,1,20,15
2014,2014-06-08,"orange",7,6,33465,0,NA,15
2014,2014-06-08,"orange",13,12,33465,0,NA,15
2014,2014-06-12,"durham",23,3,33465,0,NA,15
2014,2014-06-15,"chatham",42,2,33465,0,NA,15
2014,2014-06-15,"chatham",43,3,33465,6,40,15
2014,2014-06-15,"orange",5,4,33465,0,NA,15
2014,2014-06-21,"chatham",45,5,33465,19,40,15
2014,2014-06-22,"chatham",49,9,33465,1,40,15
2014,2014-06-22,"orange",2,1,33465,4,1,15
2014,2014-06-29,"orange",6,5,33465,8,1,15
2014,2014-07-13,"chatham",47,7,33465,5,40,15
2015,2015-05-17,"chatham",41,1,33465,0,NA,16
2015,2015-05-17,"chatham",42,2,33465,0,NA,16
2015,2015-05-17,"chatham",43,3,33465,4,40,16
2015,2015-05-17,"durham",26,6,33465,0,NA,16
2015,2015-05-24,"chatham",48,8,33465,0,NA,16
2015,2015-05-24,"durham",21,1,33465,2,20,16
2015,2015-05-24,"durham",25,5,33465,1,20,16
2015,2015-05-24,"orange",2,1,33465,7,1,16
2015,2015-05-24,"orange",9,8,33465,1,1,16
2015,2015-05-24,"orange",10,9,33465,0,NA,16
2015,2015-05-25,"chatham",44,4,33465,1,40,16
2015,2015-05-31,"orange",3,2,33465,1,1,16
2015,2015-05-31,"orange",5,4,33465,1,1,16
2015,2015-05-31,"orange",6,5,33465,10,1,16
2015,2015-05-31,"orange",8,7,33465,12,1,16
2015,2015-06-01,"durham",22,2,33465,0,NA,16
2015,2015-06-07,"orange",4,3,33465,3,1,16
2015,2015-06-07,"orange",7,6,33465,2,1,16
2015,2015-06-13,"durham",23,3,33465,0,NA,16
2015,2015-06-14,"chatham",53,13,33465,6,40,16
2015,2015-06-14,"chatham",54,14,33465,3,40,16
2015,2015-06-14,"durham",28,8,33465,3,20,16
2015,2015-06-16,"chatham",45,5,33465,13,40,16
2015,2015-06-24,"durham",27,7,33465,1,20,16
2015,2015-06-27,"chatham",47,7,33465,4,40,16
2015,2015-06-27,"chatham",50,10,33465,0,NA,16
2015,2015-06-28,"orange",13,12,33465,2,1,16
2015,2015-06-30,"chatham",49,9,33465,0,NA,16
2016,2016-05-15,"chatham",42,2,33465,0,NA,17
2016,2016-05-15,"durham",26,6,33465,0,NA,17
2016,2016-05-15,"orange",7,6,33465,3,1,17
2016,2016-05-16,"orange",2,1,33465,0,NA,17
2016,2016-05-22,"chatham",41,1,33465,1,40,17
2016,2016-05-22,"durham",25,5,33465,0,NA,17
2016,2016-05-22,"orange",9,8,33465,2,1,17
2016,2016-05-22,"orange",13,12,33465,0,NA,17
2016,2016-05-29,"chatham",51,11,33465,0,NA,17
2016,2016-05-29,"orange",3,2,33465,0,NA,17
2016,2016-06-03,"chatham",45,5,33465,10,40,17
2016,2016-06-05,"chatham",43,3,33465,4,40,17
2016,2016-06-05,"chatham",48,8,33465,2,40,17
2016,2016-06-05,"orange",4,3,33465,1,1,17
2016,2016-06-05,"orange",5,4,33465,0,NA,17
2016,2016-06-05,"orange",6,5,33465,10,1,17
2016,2016-06-09,"orange",10,9,33465,0,NA,17
2016,2016-06-11,"durham",23,3,33465,0,NA,17
2016,2016-06-12,"orange",11,10,33465,0,NA,17
2016,2016-06-14,"chatham",44,4,33465,3,40,17
2016,2016-06-19,"chatham",47,7,33465,5,40,17
2016,2016-06-19,"chatham",49,9,33465,0,NA,17
2016,2016-06-19,"durham",28,8,33465,7,20,17
2016,2016-06-25,"durham",27,7,33465,2,20,17
2016,2016-06-26,"chatham",50,10,33465,1,40,17
2016,2016-06-26,"chatham",53,13,33465,8,40,17
2016,2016-06-26,"durham",21,1,33465,2,20,17
2016,2016-06-26,"orange",8,7,33465,8,1,17
2017,2017-05-21,"chatham",45,5,33465,21,40,18
2017,2017-05-21,"orange",9,8,33465,1,1,18
2017,2017-05-28,"orange",2,1,33465,10,1,18
2017,2017-05-28,"orange",3,2,33465,2,1,18
2017,2017-05-28,"orange",7,6,33465,0,NA,18
2017,2017-05-28,"orange",13,12,33465,0,NA,18
2017,2017-05-29,"chatham",42,2,33465,4,40,18
2017,2017-05-29,"durham",26,6,33465,0,NA,18
2017,2017-06-04,"chatham",41,1,33465,0,NA,18
2017,2017-06-04,"chatham",43,3,33465,5,40,18
2017,2017-06-04,"chatham",44,4,33465,1,40,18
2017,2017-06-04,"chatham",53,13,33465,5,40,18
2017,2017-06-04,"durham",21,1,33465,3,20,18
2017,2017-06-04,"durham",25,5,33465,0,NA,18
2017,2017-06-04,"orange",4,3,33465,0,NA,18
2017,2017-06-04,"orange",5,4,33465,0,NA,18
2017,2017-06-06,"orange",8,7,33465,13,1,18
2017,2017-06-10,"durham",22,2,33465,0,NA,18
2017,2017-06-10,"durham",23,3,33465,0,NA,18
2017,2017-06-10,"orange",6,5,33465,8,1,18
2017,2017-06-11,"chatham",48,8,33465,0,NA,18
2017,2017-06-11,"orange",11,10,33465,0,NA,18
2017,2017-06-17,"durham",27,7,33465,2,20,18
2017,2017-06-18,"chatham",50,10,33465,3,40,18
2017,2017-06-18,"durham",28,8,33465,4,20,18
2017,2017-06-18,"orange",12,11,33465,1,1,18
2017,2017-06-25,"chatham",49,9,33465,1,40,18
2017,2017-06-25,"chatham",52,12,33465,11,40,18
2017,2017-07-02,"chatham",47,7,33465,4,40,18
2018,2018-05-20,"orange",9,8,33465,1,1,19
2018,2018-05-27,"chatham",42,2,33465,4,40,19
2018,2018-05-27,"durham",26,6,33465,1,20,19
2018,2018-05-27,"orange",3,2,33465,1,1,19
2018,2018-05-27,"orange",13,12,33465,3,1,19
2018,2018-05-28,"chatham",41,1,33465,0,NA,19
2018,2018-05-28,"orange",2,1,33465,4,1,19
2018,2018-05-28,"orange",11,10,33465,0,NA,19
2018,2018-05-31,"chatham",44,4,33465,2,40,19
2018,2018-06-02,"chatham",45,5,33465,19,40,19
2018,2018-06-02,"durham",23,3,33465,0,NA,19
2018,2018-06-02,"orange",12,11,33465,0,NA,19
2018,2018-06-03,"chatham",43,3,33465,5,40,19
2018,2018-06-03,"durham",21,1,33465,5,20,19
2018,2018-06-03,"durham",25,5,33465,0,NA,19
2018,2018-06-03,"durham",28,8,33465,3,20,19
2018,2018-06-03,"orange",4,3,33465,0,NA,19
2018,2018-06-03,"orange",5,4,33465,0,NA,19
2018,2018-06-05,"orange",8,7,33465,5,1,19
2018,2018-06-09,"chatham",53,13,33465,11,40,19
2018,2018-06-10,"chatham",46,6,33465,10,40,19
2018,2018-06-10,"durham",22,2,33465,3,20,19
2018,2018-06-10,"durham",24,4,33465,0,NA,19
2018,2018-06-16,"chatham",47,7,33465,5,40,19
2018,2018-06-17,"chatham",49,9,33465,1,40,19
2018,2018-06-17,"durham",27,7,33465,3,20,19
2018,2018-06-24,"chatham",50,10,33465,1,40,19
2019,2019-05-18,"orange",2,1,33465,7,1,20
2019,2019-05-19,"chatham",42,2,33465,3,40,20
2019,2019-05-19,"durham",26,6,33465,0,NA,20
2019,2019-05-23,"orange",8,7,33465,9,1,20
2019,2019-05-25,"durham",24,4,33465,4,20,20
2019,2019-05-26,"durham",21,1,33465,6,20,20
2019,2019-05-26,"durham",25,5,33465,0,NA,20
2019,2019-05-26,"orange",5,4,33465,1,1,20
2019,2019-05-27,"chatham",41,1,33465,0,NA,20
2019,2019-05-27,"chatham",45,5,33465,6,40,20
2019,2019-06-02,"chatham",44,4,33465,4,40,20
2019,2019-06-02,"orange",6,5,33465,10,1,20
2019,2019-06-02,"orange",9,8,33465,0,NA,20
2019,2019-06-02,"orange",13,12,33465,3,1,20
2019,2019-06-06,"orange",11,10,33465,0,NA,20
2019,2019-06-09,"chatham",43,3,33465,5,40,20
2019,2019-06-09,"orange",3,2,33465,2,1,20
2019,2019-06-09,"orange",7,6,33465,0,NA,20
2019,2019-06-10,"orange",10,9,33465,0,NA,20
2019,2019-06-14,"chatham",53,13,33465,6,40,20
2019,2019-06-15,"chatham",47,7,33465,2,40,20
2019,2019-06-15,"durham",23,3,33465,0,NA,20
2019,2019-06-16,"durham",28,8,33465,7,20,20
2019,2019-06-16,"orange",12,11,33465,0,NA,20
2019,2019-06-20,"chatham",52,12,33465,12,40,20
2019,2019-06-23,"chatham",48,8,33465,1,40,20
2019,2019-06-23,"chatham",49,9,33465,1,40,20
2019,2019-06-23,"durham",27,7,33465,2,20,20
2019,2019-06-25,"chatham",50,10,33465,3,40,20
2019,2019-06-29,"chatham",46,6,33465,14,40,20
2019,2019-06-29,"orange",4,3,33465,0,NA,20
2019,2019-06-30,"chatham",54,14,33465,0,NA,20
2019,2019-06-30,"durham",22,2,33465,3,20,20
2020,2020-05-17,"chatham",42,2,33465,3,40,21
2020,2020-05-17,"durham",26,6,33465,0,NA,21
2020,2020-05-17,"orange",9,8,33465,1,1,21
2020,2020-05-24,"chatham",54,14,33465,7,40,21
2020,2020-05-24,"durham",21,1,33465,4,20,21
2020,2020-05-24,"durham",24,4,33465,5,20,21
2020,2020-05-24,"durham",25,5,33465,0,NA,21
2020,2020-05-24,"orange",2,1,33465,2,1,21
2020,2020-05-24,"orange",3,2,33465,1,1,21
2020,2020-05-24,"orange",13,12,33465,1,1,21
2020,2020-05-25,"chatham",41,1,33465,0,NA,21
2020,2020-05-25,"chatham",42,2,33465,0,NA,21
2020,2020-05-25,"chatham",43,3,33465,5,40,21
2020,2020-05-25,"chatham",44,4,33465,2,40,21
2020,2020-05-27,"chatham",45,5,33465,9,40,21
2020,2020-05-31,"durham",28,8,33465,7,20,21
2020,2020-05-31,"orange",5,4,33465,1,1,21
2020,2020-06-01,"chatham",53,13,33465,7,40,21
2020,2020-06-01,"orange",8,7,33465,7,1,21
2020,2020-06-07,"chatham",46,6,33465,11,40,21
2020,2020-06-07,"chatham",52,12,33465,14,40,21
2020,2020-06-07,"durham",22,2,33465,1,20,21
2020,2020-06-07,"orange",7,6,33465,2,1,21
2020,2020-06-08,"orange",10,9,33465,1,1,21
2020,2020-06-13,"durham",23,3,33465,0,NA,21
2020,2020-06-14,"chatham",48,8,33465,1,40,21
2020,2020-06-14,"durham",27,7,33465,2,20,21
2020,2020-06-14,"orange",4,3,33465,0,NA,21
2020,2020-06-14,"orange",6,5,33465,6,1,21
2020,2020-06-14,"orange",12,11,33465,0,NA,21
2020,2020-06-20,"chatham",49,9,33465,0,NA,21
2020,2020-06-24,"orange",11,10,33465,0,NA,21
2020,2020-06-25,"chatham",51,11,33465,1,40,21
2020,2020-06-28,"chatham",47,7,33465,4,40,21
2020,2020-06-29,"chatham",50,10,33465,2,40,21
2021,2021-05-16,"chatham",42,2,33465,1,40,22
2021,2021-05-16,"chatham",54,14,33465,5,40,22
2021,2021-05-16,"orange",9,8,33465,2,1,22
2021,2021-05-23,"durham",26,6,33465,0,NA,22
2021,2021-05-30,"durham",25,5,33465,1,20,22
2021,2021-05-31,"chatham",45,5,33465,6,40,22
2021,2021-05-31,"chatham",48,8,33465,1,40,22
2021,2021-05-31,"durham",21,1,33465,3,20,22
2021,2021-05-31,"orange",2,1,33465,2,1,22
2021,2021-06-01,"chatham",44,4,33465,4,40,22
2021,2021-06-01,"orange",11,10,33465,0,NA,22
2021,2021-06-02,"chatham",52,12,33465,7,40,22
2021,2021-06-03,"orange",8,7,33465,5,1,22
2021,2021-06-05,"orange",12,11,33465,0,NA,22
2021,2021-06-06,"chatham",41,1,33465,0,NA,22
2021,2021-06-06,"chatham",53,13,33465,6,40,22
2021,2021-06-06,"durham",28,8,33465,4,20,22
2021,2021-06-06,"orange",3,2,33465,2,1,22
2021,2021-06-06,"orange",5,4,33465,0,NA,22
2021,2021-06-06,"orange",7,6,33465,0,NA,22
2021,2021-06-07,"orange",10,9,33465,0,NA,22
2021,2021-06-08,"chatham",41,1,33465,0,NA,22
2021,2021-06-12,"durham",23,3,33465,0,NA,22
2021,2021-06-13,"chatham",43,3,33465,3,40,22
2021,2021-06-13,"orange",4,3,33465,0,NA,22
2021,2021-06-15,"chatham",46,6,33465,14,40,22
2021,2021-06-16,"durham",24,4,33465,4,20,22
2021,2021-06-18,"durham",27,7,33465,4,20,22
2021,2021-06-19,"orange",6,5,33465,10,1,22
2021,2021-06-20,"chatham",49,9,33465,0,NA,22
2021,2021-06-20,"chatham",50,10,33465,3,40,22
2021,2021-06-27,"chatham",47,7,33465,5,40,22
2021,2021-06-27,"orange",13,12,33465,2,1,22
